time,DA_price
2020-12-03 19:00:00+0100,33.8
2020-12-03 20:00:00+0100,32.65
2020-12-03 21:00:00+0100,35.5
2020-12-03 22:00:00+0100,35.3
2020-12-03 23:00:00+0100,33.3
2020-12-04 00:00:00+0100,31.24
2020-12-04 01:00:00+0100,41.4
2020-12-04 02:00:00+0100,33.16
2020-12-04 03:00:00+0100,28.44
2020-12-04 04:00:00+0100,25.31
2020-12-04 05:00:00+0100,30.82
2020-12-04 06:00:00+0100,35.57
2020-12-04 07:00:00+0100,43.55
2020-12-04 08:00:00+0100,46.38
2020-12-04 09:00:00+0100,45.85
2020-12-04 10:00:00+0100,41.17
2020-12-04 11:00:00+0100,34.3
2020-12-04 12:00:00+0100,41.41
2020-12-04 13:00:00+0100,35.5
2020-12-04 14:00:00+0100,38.0
2020-12-04 15:00:00+0100,51.38
2020-12-04 16:00:00+0100,54.32
2020-12-04 17:00:00+0100,64.2
2020-12-04 18:00:00+0100,55.48
2020-12-04 19:00:00+0100,50.75
2020-12-04 20:00:00+0100,38.21
2020-12-04 21:00:00+0100,50.11
2020-12-04 22:00:00+0100,49.9
2020-12-04 23:00:00+0100,44.87
2020-12-05 00:00:00+0100,44.53
2020-12-05 01:00:00+0100,42.17
2020-12-05 02:00:00+0100,39.89
2020-12-05 03:00:00+0100,38.2
2020-12-05 04:00:00+0100,38.01
2020-12-05 05:00:00+0100,38.55
2020-12-05 06:00:00+0100,40.22
2020-12-05 07:00:00+0100,41.69
2020-12-05 08:00:00+0100,44.17
2020-12-05 09:00:00+0100,50.73
2020-12-05 10:00:00+0100,53.17
2020-12-05 11:00:00+0100,54.84
2020-12-05 12:00:00+0100,55.75
2020-12-05 13:00:00+0100,53.9
2020-12-05 14:00:00+0100,52.0
2020-12-05 15:00:00+0100,54.0
2020-12-05 16:00:00+0100,57.86
2020-12-05 17:00:00+0100,62.26
2020-12-05 18:00:00+0100,62.14
2020-12-05 19:00:00+0100,59.2
2020-12-05 20:00:00+0100,53.0
2020-12-05 21:00:00+0100,46.37
2020-12-05 22:00:00+0100,45.46
2020-12-05 23:00:00+0100,42.03
2020-12-06 00:00:00+0100,41.06
2020-12-06 01:00:00+0100,39.9
2020-12-06 02:00:00+0100,36.94
2020-12-06 03:00:00+0100,35.0
2020-12-06 04:00:00+0100,34.28
2020-12-06 05:00:00+0100,33.59
2020-12-06 06:00:00+0100,34.37
2020-12-06 07:00:00+0100,37.84
2020-12-06 08:00:00+0100,37.95
2020-12-06 09:00:00+0100,45.0
2020-12-06 10:00:00+0100,50.08
2020-12-06 11:00:00+0100,54.62
2020-12-06 12:00:00+0100,54.87
2020-12-06 13:00:00+0100,49.15
2020-12-06 14:00:00+0100,46.02
2020-12-06 15:00:00+0100,47.3
2020-12-06 16:00:00+0100,50.54
2020-12-06 17:00:00+0100,58.33
2020-12-06 18:00:00+0100,66.0
2020-12-06 19:00:00+0100,74.0
2020-12-06 20:00:00+0100,57.51
2020-12-06 21:00:00+0100,44.0
2020-12-06 22:00:00+0100,40.3
2020-12-06 23:00:00+0100,37.4
2020-12-07 00:00:00+0100,35.84
2020-12-07 01:00:00+0100,33.47
2020-12-07 02:00:00+0100,32.2
2020-12-07 03:00:00+0100,33.33
2020-12-07 04:00:00+0100,33.0
2020-12-07 05:00:00+0100,35.6
2020-12-07 06:00:00+0100,46.24
2020-12-07 07:00:00+0100,57.21
2020-12-07 08:00:00+0100,67.05
2020-12-07 09:00:00+0100,96.0
2020-12-07 10:00:00+0100,104.0
2020-12-07 11:00:00+0100,99.49
2020-12-07 12:00:00+0100,106.86
2020-12-07 13:00:00+0100,95.24
2020-12-07 14:00:00+0100,81.05
2020-12-07 15:00:00+0100,74.1
2020-12-07 16:00:00+0100,75.22
2020-12-07 17:00:00+0100,95.84
2020-12-07 18:00:00+0100,52.4
2020-12-07 19:00:00+0100,36.6
2020-12-07 20:00:00+0100,42.0
2020-12-07 21:00:00+0100,40.0
2020-12-07 22:00:00+0100,37.4
2020-12-07 23:00:00+0100,36.85
2020-12-08 00:00:00+0100,36.15
2020-12-08 01:00:00+0100,35.7
2020-12-08 02:00:00+0100,39.72
2020-12-08 03:00:00+0100,37.02
2020-12-08 04:00:00+0100,37.95
2020-12-08 05:00:00+0100,41.11
2020-12-08 06:00:00+0100,50.24
2020-12-08 07:00:00+0100,68.08
2020-12-08 08:00:00+0100,75.25
2020-12-08 09:00:00+0100,93.03
2020-12-08 10:00:00+0100,88.38
2020-12-08 11:00:00+0100,82.5
2020-12-08 12:00:00+0100,77.43
2020-12-08 13:00:00+0100,76.96
2020-12-08 14:00:00+0100,76.48
2020-12-08 15:00:00+0100,77.48
2020-12-08 16:00:00+0100,81.07
2020-12-08 17:00:00+0100,135.38
2020-12-08 18:00:00+0100,151.99
2020-12-08 19:00:00+0100,101.52
2020-12-08 20:00:00+0100,71.44
2020-12-08 21:00:00+0100,55.4
2020-12-08 22:00:00+0100,50.25
2020-12-08 23:00:00+0100,45.16
2020-12-09 00:00:00+0100,36.91
2020-12-09 01:00:00+0100,41.08
2020-12-09 02:00:00+0100,38.66
2020-12-09 03:00:00+0100,35.94
2020-12-09 04:00:00+0100,36.4
2020-12-09 05:00:00+0100,39.76
2020-12-09 06:00:00+0100,52.4
2020-12-09 07:00:00+0100,69.0
2020-12-09 08:00:00+0100,95.8
2020-12-09 09:00:00+0100,105.39
2020-12-09 10:00:00+0100,105.39
2020-12-09 11:00:00+0100,105.39
2020-12-09 12:00:00+0100,105.37
2020-12-09 13:00:00+0100,105.39
2020-12-09 14:00:00+0100,105.39
2020-12-09 15:00:00+0100,103.22
2020-12-09 16:00:00+0100,105.39
2020-12-09 17:00:00+0100,114.0
2020-12-09 18:00:00+0100,105.39
2020-12-09 19:00:00+0100,89.36
2020-12-09 20:00:00+0100,59.64
2020-12-09 21:00:00+0100,45.55
2020-12-09 22:00:00+0100,43.42
2020-12-09 23:00:00+0100,36.45
2020-12-10 00:00:00+0100,34.7
2020-12-10 01:00:00+0100,34.5
2020-12-10 02:00:00+0100,34.4
2020-12-10 03:00:00+0100,34.8
2020-12-10 04:00:00+0100,36.19
2020-12-10 05:00:00+0100,42.5
2020-12-10 06:00:00+0100,53.8
2020-12-10 07:00:00+0100,72.93
2020-12-10 08:00:00+0100,96.43
2020-12-10 09:00:00+0100,93.94
2020-12-10 10:00:00+0100,92.48
2020-12-10 11:00:00+0100,92.99
2020-12-10 12:00:00+0100,86.82
2020-12-10 13:00:00+0100,93.1
2020-12-10 14:00:00+0100,85.24
2020-12-10 15:00:00+0100,89.68
2020-12-10 16:00:00+0100,101.0
2020-12-10 17:00:00+0100,105.41
2020-12-10 18:00:00+0100,93.56
2020-12-10 19:00:00+0100,64.0
2020-12-10 20:00:00+0100,40.7
2020-12-10 21:00:00+0100,40.0
2020-12-10 22:00:00+0100,43.0
2020-12-10 23:00:00+0100,36.76
2020-12-11 00:00:00+0100,40.55
2020-12-11 01:00:00+0100,36.75
2020-12-11 02:00:00+0100,37.09
2020-12-11 03:00:00+0100,34.72
2020-12-11 04:00:00+0100,33.61
2020-12-11 05:00:00+0100,37.05
2020-12-11 06:00:00+0100,38.1
2020-12-11 07:00:00+0100,47.4
2020-12-11 08:00:00+0100,54.16
2020-12-11 09:00:00+0100,56.19
2020-12-11 10:00:00+0100,52.82
2020-12-11 11:00:00+0100,51.36
2020-12-11 12:00:00+0100,49.9
2020-12-11 13:00:00+0100,43.47
2020-12-11 14:00:00+0100,47.14
2020-12-11 15:00:00+0100,54.44
2020-12-11 16:00:00+0100,53.33
2020-12-11 17:00:00+0100,47.62
2020-12-11 18:00:00+0100,37.4
2020-12-11 19:00:00+0100,36.8
2020-12-11 20:00:00+0100,37.6
2020-12-11 21:00:00+0100,36.89
2020-12-11 22:00:00+0100,35.55
2020-12-11 23:00:00+0100,35.5
2020-12-12 00:00:00+0100,37.0
2020-12-12 01:00:00+0100,37.27
2020-12-12 02:00:00+0100,37.09
2020-12-12 03:00:00+0100,36.46
2020-12-12 04:00:00+0100,35.96
2020-12-12 05:00:00+0100,36.07
2020-12-12 06:00:00+0100,35.25
2020-12-12 07:00:00+0100,38.19
2020-12-12 08:00:00+0100,42.12
2020-12-12 09:00:00+0100,45.0
2020-12-12 10:00:00+0100,51.89
2020-12-12 11:00:00+0100,53.78
2020-12-12 12:00:00+0100,53.96
2020-12-12 13:00:00+0100,51.18
2020-12-12 14:00:00+0100,48.82
2020-12-12 15:00:00+0100,50.4
2020-12-12 16:00:00+0100,52.99
2020-12-12 17:00:00+0100,57.92
2020-12-12 18:00:00+0100,57.92
2020-12-12 19:00:00+0100,55.09
2020-12-12 20:00:00+0100,45.38
2020-12-12 21:00:00+0100,44.9
2020-12-12 22:00:00+0100,42.0
2020-12-12 23:00:00+0100,39.9
2020-12-13 00:00:00+0100,42.99
2020-12-13 01:00:00+0100,40.6
2020-12-13 02:00:00+0100,37.88
2020-12-13 03:00:00+0100,36.85
2020-12-13 04:00:00+0100,35.92
2020-12-13 05:00:00+0100,35.09
2020-12-13 06:00:00+0100,35.88
2020-12-13 07:00:00+0100,37.8
2020-12-13 08:00:00+0100,41.46
2020-12-13 09:00:00+0100,45.16
2020-12-13 10:00:00+0100,48.28
2020-12-13 11:00:00+0100,50.93
2020-12-13 12:00:00+0100,51.91
2020-12-13 13:00:00+0100,46.45
2020-12-13 14:00:00+0100,44.43
2020-12-13 15:00:00+0100,43.74
2020-12-13 16:00:00+0100,45.51
2020-12-13 17:00:00+0100,51.4
2020-12-13 18:00:00+0100,53.0
2020-12-13 19:00:00+0100,47.0
2020-12-13 20:00:00+0100,34.9
2020-12-13 21:00:00+0100,40.1
2020-12-13 22:00:00+0100,39.49
2020-12-13 23:00:00+0100,34.74
2020-12-14 00:00:00+0100,34.01
2020-12-14 01:00:00+0100,32.23
2020-12-14 02:00:00+0100,30.43
2020-12-14 03:00:00+0100,25.18
2020-12-14 04:00:00+0100,25.92
2020-12-14 05:00:00+0100,31.36
2020-12-14 06:00:00+0100,36.27
2020-12-14 07:00:00+0100,42.55
2020-12-14 08:00:00+0100,41.0
2020-12-14 09:00:00+0100,43.58
2020-12-14 10:00:00+0100,41.2
2020-12-14 11:00:00+0100,39.68
2020-12-14 12:00:00+0100,37.4
2020-12-14 13:00:00+0100,36.7
2020-12-14 14:00:00+0100,46.59
2020-12-14 15:00:00+0100,54.13
2020-12-14 16:00:00+0100,54.0
2020-12-14 17:00:00+0100,60.0
2020-12-14 18:00:00+0100,50.0
2020-12-14 19:00:00+0100,49.9
2020-12-14 20:00:00+0100,39.9
2020-12-14 21:00:00+0100,40.0
2020-12-14 22:00:00+0100,41.0
2020-12-14 23:00:00+0100,37.4
2020-12-15 00:00:00+0100,37.31
2020-12-15 01:00:00+0100,36.55
2020-12-15 02:00:00+0100,35.4
2020-12-15 03:00:00+0100,34.0
2020-12-15 04:00:00+0100,35.28
2020-12-15 05:00:00+0100,39.04
2020-12-15 06:00:00+0100,38.4
2020-12-15 07:00:00+0100,42.9
2020-12-15 08:00:00+0100,57.62
2020-12-15 09:00:00+0100,56.55
2020-12-15 10:00:00+0100,58.1
2020-12-15 11:00:00+0100,59.97
2020-12-15 12:00:00+0100,59.8
2020-12-15 13:00:00+0100,57.66
2020-12-15 14:00:00+0100,57.8
2020-12-15 15:00:00+0100,57.48
2020-12-15 16:00:00+0100,58.94
2020-12-15 17:00:00+0100,68.8
2020-12-15 18:00:00+0100,44.9
2020-12-15 19:00:00+0100,42.9
2020-12-15 20:00:00+0100,39.7
2020-12-15 21:00:00+0100,43.27
2020-12-15 22:00:00+0100,42.9
2020-12-15 23:00:00+0100,39.63
2020-12-16 00:00:00+0100,43.52
2020-12-16 01:00:00+0100,41.92
2020-12-16 02:00:00+0100,40.12
2020-12-16 03:00:00+0100,39.98
2020-12-16 04:00:00+0100,39.4
2020-12-16 05:00:00+0100,40.34
2020-12-16 06:00:00+0100,40.15
2020-12-16 07:00:00+0100,46.0
2020-12-16 08:00:00+0100,49.5
2020-12-16 09:00:00+0100,57.72
2020-12-16 10:00:00+0100,49.5
2020-12-16 11:00:00+0100,41.7
2020-12-16 12:00:00+0100,40.19
2020-12-16 13:00:00+0100,41.7
2020-12-16 14:00:00+0100,42.4
2020-12-16 15:00:00+0100,45.0
2020-12-16 16:00:00+0100,55.22
2020-12-16 17:00:00+0100,58.38
2020-12-16 18:00:00+0100,44.0
2020-12-16 19:00:00+0100,45.0
2020-12-16 20:00:00+0100,42.36
2020-12-16 21:00:00+0100,41.29
2020-12-16 22:00:00+0100,41.94
2020-12-16 23:00:00+0100,40.0
2020-12-17 00:00:00+0100,39.2
2020-12-17 01:00:00+0100,42.5
2020-12-17 02:00:00+0100,45.07
2020-12-17 03:00:00+0100,38.84
2020-12-17 04:00:00+0100,34.0
2020-12-17 05:00:00+0100,35.97
2020-12-17 06:00:00+0100,40.4
2020-12-17 07:00:00+0100,50.83
2020-12-17 08:00:00+0100,59.19
2020-12-17 09:00:00+0100,48.04
2020-12-17 10:00:00+0100,45.0
2020-12-17 11:00:00+0100,43.25
2020-12-17 12:00:00+0100,42.33
2020-12-17 13:00:00+0100,42.1
2020-12-17 14:00:00+0100,45.1
2020-12-17 15:00:00+0100,54.38
2020-12-17 16:00:00+0100,54.98
2020-12-17 17:00:00+0100,63.97
2020-12-17 18:00:00+0100,53.37
2020-12-17 19:00:00+0100,53.9
2020-12-17 20:00:00+0100,45.9
2020-12-17 21:00:00+0100,45.04
2020-12-17 22:00:00+0100,45.1
2020-12-17 23:00:00+0100,40.41
2020-12-18 00:00:00+0100,40.0
2020-12-18 01:00:00+0100,36.7
2020-12-18 02:00:00+0100,36.58
2020-12-18 03:00:00+0100,35.77
2020-12-18 04:00:00+0100,35.12
2020-12-18 05:00:00+0100,35.83
2020-12-18 06:00:00+0100,40.07
2020-12-18 07:00:00+0100,50.75
2020-12-18 08:00:00+0100,57.24
2020-12-18 09:00:00+0100,51.63
2020-12-18 10:00:00+0100,48.55
2020-12-18 11:00:00+0100,46.68
2020-12-18 12:00:00+0100,40.75
2020-12-18 13:00:00+0100,39.63
2020-12-18 14:00:00+0100,46.55
2020-12-18 15:00:00+0100,48.29
2020-12-18 16:00:00+0100,49.04
2020-12-18 17:00:00+0100,50.98
2020-12-18 18:00:00+0100,42.4
2020-12-18 19:00:00+0100,42.17
2020-12-18 20:00:00+0100,41.54
2020-12-18 21:00:00+0100,40.02
2020-12-18 22:00:00+0100,38.8
2020-12-18 23:00:00+0100,35.0
2020-12-19 00:00:00+0100,41.25
2020-12-19 01:00:00+0100,36.31
2020-12-19 02:00:00+0100,32.79
2020-12-19 03:00:00+0100,28.2
2020-12-19 04:00:00+0100,24.8
2020-12-19 05:00:00+0100,26.27
2020-12-19 06:00:00+0100,23.59
2020-12-19 07:00:00+0100,35.41
2020-12-19 08:00:00+0100,36.6
2020-12-19 09:00:00+0100,40.0
2020-12-19 10:00:00+0100,36.6
2020-12-19 11:00:00+0100,36.5
2020-12-19 12:00:00+0100,44.0
2020-12-19 13:00:00+0100,40.0
2020-12-19 14:00:00+0100,40.66
2020-12-19 15:00:00+0100,39.9
2020-12-19 16:00:00+0100,45.83
2020-12-19 17:00:00+0100,57.77
2020-12-19 18:00:00+0100,60.0
2020-12-19 19:00:00+0100,63.14
2020-12-19 20:00:00+0100,41.0
2020-12-19 21:00:00+0100,42.19
2020-12-19 22:00:00+0100,51.5
2020-12-19 23:00:00+0100,42.7
2020-12-20 00:00:00+0100,49.02
2020-12-20 01:00:00+0100,39.15
2020-12-20 02:00:00+0100,37.32
2020-12-20 03:00:00+0100,29.96
2020-12-20 04:00:00+0100,29.85
2020-12-20 05:00:00+0100,29.73
2020-12-20 06:00:00+0100,31.76
2020-12-20 07:00:00+0100,31.82
2020-12-20 08:00:00+0100,36.98
2020-12-20 09:00:00+0100,45.19
2020-12-20 10:00:00+0100,42.34
2020-12-20 11:00:00+0100,42.74
2020-12-20 12:00:00+0100,48.29
2020-12-20 13:00:00+0100,45.1
2020-12-20 14:00:00+0100,42.59
2020-12-20 15:00:00+0100,41.7
2020-12-20 16:00:00+0100,44.29
2020-12-20 17:00:00+0100,50.3
2020-12-20 18:00:00+0100,51.94
2020-12-20 19:00:00+0100,39.9
2020-12-20 20:00:00+0100,39.38
2020-12-20 21:00:00+0100,40.0
2020-12-20 22:00:00+0100,44.64
2020-12-20 23:00:00+0100,35.99
2020-12-21 00:00:00+0100,39.3
2020-12-21 01:00:00+0100,34.8
2020-12-21 02:00:00+0100,33.65
2020-12-21 03:00:00+0100,32.93
2020-12-21 04:00:00+0100,33.65
2020-12-21 05:00:00+0100,37.98
2020-12-21 06:00:00+0100,44.26
2020-12-21 07:00:00+0100,50.46
2020-12-21 08:00:00+0100,55.14
2020-12-21 09:00:00+0100,53.68
2020-12-21 10:00:00+0100,53.68
2020-12-21 11:00:00+0100,53.16
2020-12-21 12:00:00+0100,55.5
2020-12-21 13:00:00+0100,52.26
2020-12-21 14:00:00+0100,49.05
2020-12-21 15:00:00+0100,45.48
2020-12-21 16:00:00+0100,44.7
2020-12-21 17:00:00+0100,48.79
2020-12-21 18:00:00+0100,39.9
2020-12-21 19:00:00+0100,44.9
2020-12-21 20:00:00+0100,38.0
2020-12-21 21:00:00+0100,39.0
2020-12-21 22:00:00+0100,42.44
2020-12-21 23:00:00+0100,40.1
2020-12-22 00:00:00+0100,19.76
2020-12-22 01:00:00+0100,30.72
2020-12-22 02:00:00+0100,13.96
2020-12-22 03:00:00+0100,14.0
2020-12-22 04:00:00+0100,4.45
2020-12-22 05:00:00+0100,6.53
2020-12-22 06:00:00+0100,30.4
2020-12-22 07:00:00+0100,49.2
2020-12-22 08:00:00+0100,41.99
2020-12-22 09:00:00+0100,43.87
2020-12-22 10:00:00+0100,51.99
2020-12-22 11:00:00+0100,52.8
2020-12-22 12:00:00+0100,50.8
2020-12-22 13:00:00+0100,48.35
2020-12-22 14:00:00+0100,48.0
2020-12-22 15:00:00+0100,46.0
2020-12-22 16:00:00+0100,52.8
2020-12-22 17:00:00+0100,55.91
2020-12-22 18:00:00+0100,54.15
2020-12-22 19:00:00+0100,53.9
2020-12-22 20:00:00+0100,47.65
2020-12-22 21:00:00+0100,42.28
2020-12-22 22:00:00+0100,43.98
2020-12-22 23:00:00+0100,40.0
2020-12-23 00:00:00+0100,38.6
2020-12-23 01:00:00+0100,34.2
2020-12-23 02:00:00+0100,33.56
2020-12-23 03:00:00+0100,33.44
2020-12-23 04:00:00+0100,35.21
2020-12-23 05:00:00+0100,39.4
2020-12-23 06:00:00+0100,43.24
2020-12-23 07:00:00+0100,46.72
2020-12-23 08:00:00+0100,52.87
2020-12-23 09:00:00+0100,53.14
2020-12-23 10:00:00+0100,53.92
2020-12-23 11:00:00+0100,55.67
2020-12-23 12:00:00+0100,55.75
2020-12-23 13:00:00+0100,54.15
2020-12-23 14:00:00+0100,49.88
2020-12-23 15:00:00+0100,46.0
2020-12-23 16:00:00+0100,46.75
2020-12-23 17:00:00+0100,52.08
2020-12-23 18:00:00+0100,51.13
2020-12-23 19:00:00+0100,44.82
2020-12-23 20:00:00+0100,40.25
2020-12-23 21:00:00+0100,39.22
2020-12-23 22:00:00+0100,35.23
2020-12-23 23:00:00+0100,31.0
2020-12-24 00:00:00+0100,21.39
2020-12-24 01:00:00+0100,26.0
2020-12-24 02:00:00+0100,11.23
2020-12-24 03:00:00+0100,10.51
2020-12-24 04:00:00+0100,9.76
2020-12-24 05:00:00+0100,13.72
2020-12-24 06:00:00+0100,34.91
2020-12-24 07:00:00+0100,50.19
2020-12-24 08:00:00+0100,47.4
2020-12-24 09:00:00+0100,61.51
2020-12-24 10:00:00+0100,54.0
2020-12-24 11:00:00+0100,46.74
2020-12-24 12:00:00+0100,48.23
2020-12-24 13:00:00+0100,43.94
2020-12-24 14:00:00+0100,45.0
2020-12-24 15:00:00+0100,38.0
2020-12-24 16:00:00+0100,49.3
2020-12-24 17:00:00+0100,55.42
2020-12-24 18:00:00+0100,56.55
2020-12-24 19:00:00+0100,56.56
2020-12-24 20:00:00+0100,42.4
2020-12-24 21:00:00+0100,33.1
2020-12-24 22:00:00+0100,33.32
2020-12-24 23:00:00+0100,30.17
2020-12-25 00:00:00+0100,29.9
2020-12-25 01:00:00+0100,27.1
2020-12-25 02:00:00+0100,16.0
2020-12-25 03:00:00+0100,12.57
2020-12-25 04:00:00+0100,12.56
2020-12-25 05:00:00+0100,14.32
2020-12-25 06:00:00+0100,25.0
2020-12-25 07:00:00+0100,26.0
2020-12-25 08:00:00+0100,50.0
2020-12-25 09:00:00+0100,33.22
2020-12-25 10:00:00+0100,38.23
2020-12-25 11:00:00+0100,45.06
2020-12-25 12:00:00+0100,41.86
2020-12-25 13:00:00+0100,36.87
2020-12-25 14:00:00+0100,38.95
2020-12-25 15:00:00+0100,42.09
2020-12-25 16:00:00+0100,48.98
2020-12-25 17:00:00+0100,51.56
2020-12-25 18:00:00+0100,50.83
2020-12-25 19:00:00+0100,49.74
2020-12-25 20:00:00+0100,47.08
2020-12-25 21:00:00+0100,47.4
2020-12-25 22:00:00+0100,47.9
2020-12-25 23:00:00+0100,44.92
2020-12-26 00:00:00+0100,39.8
2020-12-26 01:00:00+0100,30.25
2020-12-26 02:00:00+0100,26.71
2020-12-26 03:00:00+0100,20.14
2020-12-26 04:00:00+0100,17.74
2020-12-26 05:00:00+0100,17.94
2020-12-26 06:00:00+0100,18.43
2020-12-26 07:00:00+0100,21.82
2020-12-26 08:00:00+0100,30.5
2020-12-26 09:00:00+0100,35.78
2020-12-26 10:00:00+0100,58.69
2020-12-26 11:00:00+0100,41.7
2020-12-26 12:00:00+0100,45.42
2020-12-26 13:00:00+0100,49.9
2020-12-26 14:00:00+0100,43.4
2020-12-26 15:00:00+0100,39.54
2020-12-26 16:00:00+0100,44.4
2020-12-26 17:00:00+0100,62.55
2020-12-26 18:00:00+0100,68.99
2020-12-26 19:00:00+0100,75.0
2020-12-26 20:00:00+0100,39.0
2020-12-26 21:00:00+0100,35.0
2020-12-26 22:00:00+0100,30.0
2020-12-26 23:00:00+0100,20.0
2020-12-27 00:00:00+0100,8.21
2020-12-27 01:00:00+0100,5.3
2020-12-27 02:00:00+0100,4.29
2020-12-27 03:00:00+0100,3.19
2020-12-27 04:00:00+0100,3.13
2020-12-27 05:00:00+0100,19.9
2020-12-27 06:00:00+0100,38.44
2020-12-27 07:00:00+0100,59.05
2020-12-27 08:00:00+0100,39.06
2020-12-27 09:00:00+0100,59.37
2020-12-27 10:00:00+0100,58.66
2020-12-27 11:00:00+0100,44.0
2020-12-27 12:00:00+0100,42.4
2020-12-27 13:00:00+0100,50.0
2020-12-27 14:00:00+0100,37.13
2020-12-27 15:00:00+0100,37.01
2020-12-27 16:00:00+0100,42.0
2020-12-27 17:00:00+0100,69.0
2020-12-27 18:00:00+0100,77.83
2020-12-27 19:00:00+0100,76.07
2020-12-27 20:00:00+0100,63.1
2020-12-27 21:00:00+0100,60.54
2020-12-27 22:00:00+0100,42.4
2020-12-27 23:00:00+0100,40.03
2020-12-28 00:00:00+0100,47.12
2020-12-28 01:00:00+0100,55.71
2020-12-28 02:00:00+0100,38.32
2020-12-28 03:00:00+0100,31.2
2020-12-28 04:00:00+0100,19.9
2020-12-28 05:00:00+0100,20.43
2020-12-28 06:00:00+0100,35.1
2020-12-28 07:00:00+0100,45.27
2020-12-28 08:00:00+0100,49.23
2020-12-28 09:00:00+0100,53.68
2020-12-28 10:00:00+0100,51.17
2020-12-28 11:00:00+0100,51.5
2020-12-28 12:00:00+0100,51.96
2020-12-28 13:00:00+0100,50.95
2020-12-28 14:00:00+0100,51.93
2020-12-28 15:00:00+0100,50.6
2020-12-28 16:00:00+0100,52.44
2020-12-28 17:00:00+0100,56.98
2020-12-28 18:00:00+0100,56.95
2020-12-28 19:00:00+0100,55.59
2020-12-28 20:00:00+0100,49.01
2020-12-28 21:00:00+0100,45.6
2020-12-28 22:00:00+0100,46.9
2020-12-28 23:00:00+0100,42.14
2020-12-29 00:00:00+0100,38.8
2020-12-29 01:00:00+0100,39.34
2020-12-29 02:00:00+0100,37.87
2020-12-29 03:00:00+0100,34.27
2020-12-29 04:00:00+0100,34.06
2020-12-29 05:00:00+0100,37.26
2020-12-29 06:00:00+0100,43.3
2020-12-29 07:00:00+0100,49.19
2020-12-29 08:00:00+0100,54.25
2020-12-29 09:00:00+0100,55.34
2020-12-29 10:00:00+0100,58.38
2020-12-29 11:00:00+0100,54.4
2020-12-29 12:00:00+0100,55.0
2020-12-29 13:00:00+0100,53.0
2020-12-29 14:00:00+0100,53.64
2020-12-29 15:00:00+0100,54.9
2020-12-29 16:00:00+0100,58.79
2020-12-29 17:00:00+0100,61.96
2020-12-29 18:00:00+0100,56.2
2020-12-29 19:00:00+0100,46.55
2020-12-29 20:00:00+0100,55.0
2020-12-29 21:00:00+0100,49.9
2020-12-29 22:00:00+0100,41.9
2020-12-29 23:00:00+0100,55.0
2020-12-30 00:00:00+0100,56.12
2020-12-30 01:00:00+0100,47.5
2020-12-30 02:00:00+0100,49.87
